customer_id,external_customer_id
77293482,3085636730928
77295059,2172278571075
77292681,3110147555376
77295610,1435167195203
77296302,1477176950851
77292717,3048587296816
77294096,2730408017968
77293654,2199575068739
77296255,2892574031920
77292610,3170017083440
77296024,3175623163952
77292283,2687087968304
77292497,3155930710064
77293076,3149320519728
77295268,2950460112944
77295446,3122547163184
77293336,3239089274928
77294660,3240524152880
77292856,3241999695920
77294894,3177606545456
77294072,1326799749187
77294121,2874706755632
77294208,3070725980208
77294368,3106018754608
77294874,3234368356400
77295208,3071468732464
77294895,3117654376496
77295380,3185484955696
77293403,2968212504624
77295013,3190946922544
77294737,3153938645040
77294040,3127342039088
77295303,2224766025795
77293685,2805814165552
77294613,3134898733104
77295433,3295274631216
77291985,3207163805744
77294780,3311189753904
77293732,3305394634800
77295309,1483142234179
77295891,3314180489264
77292162,3178698014768
77293273,3320406048816
77295736,3041536704560
77291922,3227833598000
77294355,3254414999600
77295700,2825128771632
77295823,2804880015408
77292863,3179956437040
77294643,3332017225776
77294324,3334614155312
77294464,2853882921008
77294917,3292152856624
77295577,3338786406448
77292041,3272700166192
77295638,3178507927600
77291888,2747244740656
77294307,2816032440368
77293410,3361179959344
77292428,3375701393456
77295524,3014757842992
77292078,3384664096816
77295634,2775830724656
77292972,1450214359107
77294810,1373769433155
77295473,3394952593456
77295922,3393976041520
77293376,2700753731632
77293501,2810508607536
77294942,2957244301360
77292112,3178805067824
77295180,3331382280240
77293647,3155371720752
77294168,3315829309488
77292323,3468994543664
77293241,3168036159536
77295856,3468352225328
77294048,3182672085040
77292132,3336995438640
77294178,3343628566576
77292874,3156228014128
77292288,2224626434115
77293521,3517419880496
77294911,3522869985328
77292903,3405120766000
77292300,3056382115888
77293688,2687242076208
77294595,3471898869808
77291934,3125981380656
77292565,3239903264816
77295911,3099306852400
77293390,3140207575088
77292402,3178626482224
77294246,3304922447920
77296006,3161511395376
77292763,3452219752496
77294375,2852923539504
77295510,3395600318512
77294244,2937473171504
77294744,3251057393712
77294712,3243384897584
77293140,3383550476336
77296103,3446329311280
77292823,3071459196976
77294977,3604678377520
77295140,3239192952880
77293078,2202880573507
77296225,3611267858480
77295916,3561940025392
77295692,3129078251568
77294555,3623028752432
77295251,3624599846960
77293054,3626747559984
77292876,3517850517552
77295313,3628727107632
77293911,3631398584368
77294064,2967649779760
77296300,3474915819568
77292073,3636699463728
77293079,2190320762947
77294760,3641126322224
77293916,3257587531824
77292410,3477488795696
77296092,3560504983600
77294255,3662203322416
77293268,3462891667504
77294379,3444074184752
77292851,3189683978288
77293119,3666665734192
77294889,3323731902512
77292509,3322582761520
77294280,3676291596336
77291944,3586367684656
77292766,3619856810032
77294958,3680748634160
77292422,3683105144880
77294313,2870602596400
77294476,1310663802947
77295358,3682359607344
77292581,3550559502384
77293006,3087748694064
77293727,3698718474288
77295506,3700039843888
77294421,3155622428720
77295892,3672411996208
77296102,3382501736496
77293055,3141461540912
77295699,2869519450160
77294479,3707544240176
77295573,3600689528880
77296028,3359677382704
77295408,3435630002224
77296068,3717510037552
77293195,3549608542256
77295863,3720007745584
77292963,3151664906288
77293982,3618596683824
77293749,3137883177008
77292104,3397174984752
77292468,3731386302512
77292771,3664004120624
77292456,3567608168496
77294565,2967876534320
77292230,2928516825136
77295663,3657670164528
77294224,3737923551280
77293841,5022586765360
77295451,2883363930160
77293378,3574731538480
77293426,3307315331120
77293335,3495114899504
77295374,3179279450160
77294883,3676777644080
77295875,3339548983344
77293068,3686485098544
77294008,5035811536944
77295677,5024292143152
77295733,5038089633840
77293792,3467644076080
77292471,3657353035824
77292736,3308413419568
77293244,5041030168624
77293814,3338895654960
77293788,3702147088432
77294932,5042544312368
77294588,2931241549872
77296221,5044756250672
77294768,3670602121264
77295714,5045894381616
77292220,3620410392624
77292516,3517256958000
77294650,2955034722352
77296048,5056806027312
77295004,3677319790640
77295042,3701807480880
77295570,3120354852912
77294673,3180679331888
77293373,3179818975280
77291919,3645122674736
77293716,3486239621168
77292708,3307917148208
77293913,2840597004336
77296214,3090851364912
77294027,3698044469296
77293333,2715842019376
77294539,3680970604592
77292083,3271996964912
77294147,3117494304816
77294450,5079208263728
77293135,5084678881328
77295317,3733592866864
77295748,3618644295728
77292930,5087886802992
77294802,3237649514544
77293123,3475398983728
77293175,5093292277808
77293528,5032580415536
77292215,1324353257539
77295784,2826120233008
77295128,5103732785200
77292559,5103994961968
77292175,3382379610160
77294029,3686850166832
77293583,5108578746416
77295469,5111349837872
77293295,3599381954608
77295865,3662470119472
77295995,3316828995632
77292221,3564312559664
77292044,3729128718384
77292033,5121532428336
77294257,3234002632752
77295272,5026238496816
77292012,3702217015344
77295050,3470615838768
77296165,2887216463920
77294891,5126592004144
77295970,1274097664067
77292017,3689002827824
77292486,5129430368304
77292587,3322378158128
77293249,5024832127024
77295772,3549996580912
77296232,3178436231216
77293158,5085989109808
77294776,2559653052483
77295951,5030644580400
77295517,5085226565680
77292320,3341486260272
77293854,5136085221424
77292208,5136827121712
77293395,5138184962096
77295525,3333838569520
77295905,2453577990211
77295297,3023785525296
77295845,1477259034691
77296034,3586818965552
77293305,3666932432944
77293710,3224371986480
77294059,5068768346160
77292203,5145659080752
77293009,5094436798512
77292125,3700307492912
77292354,5148523495472
77293042,3683739795504
77293976,5150001823792
77294319,3444857208880
77295901,2849865072688
77295807,5054269718576
77291964,3385780928560
77294333,3729852596272
77295966,3702555148336
77293944,1475321069635
77294278,5155737305136
77292498,3240770011184
77294156,5135130722352
77295740,5165345701936
77292537,3243807408176
77294461,5168591863856
77294898,5168455385136
77296082,5104279126064
77294345,5169231790128
77294439,3505763647536
77295488,3663755804720
77294366,3235686809648
77294579,5086308761648
77292010,5078575972400
77294863,3257411862576
77295817,2989050167344
77291865,5131033083952
77294189,5182771953712
77294728,2772797784112
77295649,3587571122224
77293057,5030319915056
77293789,5185307574320
77295014,3724467830832
77293495,5187200352304
77293415,2928751935536
77294417,5072195747888
77295364,3171870933040
77292414,5189074157616
77293043,5190240174128
77293228,3383624204336
77294157,2224037855299
77294443,3497201631280
77293601,5192932655152
77291894,5193574481968
77292830,5193282224176
77293263,5192650522672
77295024,5071148515376
77292315,5086838030384
77291866,5195701616688
77293051,3466432872496
77293728,5195631788080
77294457,5136006643760
77292669,5197136724016
77294150,3723880890416
77294339,5110815850544
77296093,3179495424048
77293806,5204477083696
77294198,5204175126576
77294881,5149638393904
77292407,5145143345200
77293805,5136996565040
77293885,5205483782192
77296245,5206195896368
77292473,5207583850544
77292493,3170124890160
77294181,2833859772464
77294690,5181538205744
77295800,5168056434736
77296236,3730329403440
77293216,5097389457456
77295462,5105775280176
77294687,5035509645360
77293687,5211436711984
77295193,5058330722352
77295851,5130950574128
77295497,5221752602672
77293207,5222208897072
77294698,3654936002608
77295480,3177685844016
77295655,3728545611824
77292122,5224361820208
77292924,5205866119216
77292099,3454454366256
77294037,2528123191363
77292505,5146186809392
77293314,3581788553264
77294302,5227744198704
77294529,5134298513456
77294799,5229496500272
77295073,5229465337904
77292144,5230535606320
77296179,2849650311216
77292481,5086100258864
77294497,5119819776048
77295994,3567057567792
77293285,3178423713840
77293435,5094122750000
77295654,2843821375536
77292594,5082442498096
77293717,5090745679920
77292006,5182026711088
77292652,5236229439536
77293173,5236267155504
77295454,5235424460848
77295719,5192251310128
77291915,5236612464688
77293486,3623178895408
77294553,5236903215152
77291914,5234102763568
77294484,5238015033392
77292598,3731352977456
77294677,5239000039472
77295011,3536748150832
77292695,5242286997552
77293550,5241584943152
77291997,5058363818032
77294388,5206525018160
77294902,5245688807472
77295619,5030830932016
77295855,5245074571312
77294377,5200979230768
77292494,5137672405040
77292743,5248018645040
77293362,3415655350320
77294956,3575739842608
77295164,5231210692656
77295352,5247903563824
77295457,3388885368880
77292904,5134599192624
77295991,5250158886960
77292748,5251433431088
77295035,5210197033008
77295012,5223669039152
77292102,3667541164080
77292685,5247835340848
77293179,5065636053040
77293816,3735419748400
77295493,5254986629168
77296204,5254584893488
77292197,5072044261424
77292264,3702634414128
77295770,5194589765680
77296247,2435309961283
77293255,2995925909552
77293332,5089503805488
77295189,5263887695920
77292398,5236251459632
77296243,5265605984304
77293679,5267133726768
77292740,5262816641072
77291976,3264910131248
77292998,5276227960880
77293530,5276183232560
77293785,5276172550192
77295830,5276206858288
77292130,3178570874928
77294275,5276887056432
77293007,5277745872944
77293447,5277928357936
77292412,3178780983344
77294708,5280156483632
77295779,5280652656688
77294740,5096047673392
77294074,5211060273200
77294607,5109912862768
77296189,3368892039216
77292126,1295550087235
77293047,3721274163248
77293838,5231588343856
77295093,5289349775408
77294114,5130623615024
77295008,5293572194352
77295591,5146764902448
77294358,5294899789872
77296057,5186161016880
77292405,5083011973168
77293479,5264602103856
77295602,5299153862704
77292312,5226535157808
77293167,5306566410288
77295738,5307394457648
77293548,5307469922352
77291990,5249496219696
77293509,3307727552560
77295031,3694872625200
77292284,5246792761392
77294136,5206329262128
77294754,1361573150787
77296195,5073927503920
77296285,2828718473264
77292137,3387944009776
77292362,5314706112560
77292401,3642635059248
77292861,5210853834800
77293993,5081976963120
77294242,2934496591920
77295777,5259137646640
77295814,5255004520496
77294087,2100435583043
77294616,5245911728176
77295009,5078308651056
77295703,3218955370544
77295931,5211389886512
77292606,5276625469488
77294533,5323970445360
77296112,5250290319408
77292639,5327605006384
77295976,3703750623280
77291980,3612870246448
77293631,5236763852848
77294797,2448361717827
77296183,5327192686640
77291982,3310494416944
77292799,5272728436784
77293155,3241370648624
77293740,5144861769776
77295861,5340358475824
77296140,5247556255792
77293925,5241073172528
77295382,3299788718128
77292340,5346208415792
77293570,5346011611184
77293997,5345917665328
77295393,5209995935792
77296078,3696334340144
77292868,5347047571504
77293050,5348172169264
77293625,5346868953136
77293798,5173568143408
77295445,3641027493936
77295716,5031590232112
77292051,3410517327920
77296156,5354353066032
77291987,5120502333488
77295818,5345980022832
77293590,5136076341296
77295704,3508285734960
77295065,5174759391280
77292447,3635115655216
77292734,5283873718320
77291979,5362902597680
77292274,5245806837808
77293114,5237352562736
77293417,5374807441456
77294715,5376165871664
77294887,5231594307632
77294669,5346386804784
77292187,5395062816816
77292693,5393644486704
77293161,2450725240899
77294047,5103988375600
77293568,2224865968195
77293752,3701772320816
77294160,5395245858864
77295413,5064265498672
77293172,5397851111472
77294792,5128882552880
77295805,5395156238384
77292039,5399809392688
77293605,5324699926576
77293803,5382755844144
77292366,5402323288112
77293577,3725631979568
77296150,5404643459120
77292268,5405258317872
77294828,3642183712816
77293965,5396883701808
77292949,5025516257328
77295872,5056014319664
77292324,5182507024432
77292529,5410536325168
77292761,3733928214576
77293517,5410565554224
77294546,5243328036912
77296132,5343637340208
77292511,3385790595120
77294370,5411564683312
77295792,5275581874224
77292673,5182760484912
77294262,5258060070960
77296254,2881105690672
77292377,5232055386160
77293901,5414008160304
77296060,5414565675056
77292797,5415587381296
77292913,3654733430832
77292997,3121913462832
77292029,5241760284720
77293126,5114273136688
77293159,3653446598704
77293947,2612065337392
77295362,2910880989232
77295850,5416694251568
77310485,5254302236720
77406148,5239824056368
77407027,5043215335472
77423312,5487988899888
77424973,5488034873392
77431628,5488224501808
77435067,3452226043952
77447350,5317358747696
77449829,5488776839216
77450241,3388810100784
77456602,5345752285232
77460931,5489085415472
77474275,5105740120112
77508087,5490613649456
77579618,5490984976432
77718267,5493398831152
77726984,5488515776560
77758022,3701670182960
77796148,5495781425200
77797814,5495651893296
77811775,5425547214896
77825172,5461354053680
77847116,5258490871856
77941115,5499764211760
77961533,5339409547312
77978287,5396010696752
78004975,5358069317680
78020805,5501893115952
78057339,5502812749872
78095661,5504004325424
78124377,5421859143728
78176931,5447774208048
78211137,5506793177136
78270966,5150289854512
78277846,5508655480880
78290469,5508969267248
78334276,5510064767024
78335350,3488210747440
78342596,5095285915696
78360660,5450562273328
78369509,5411101540400
78377638,5395165872176
78388333,5172696219696
78390473,5511410155568
78452991,5032880635952
78458659,5420362891312
78464936,5361040162864
78482731,5410157002800
78483667,5489157898288
78499143,5514098737200
78518725,5436043690032
78523934,1435005812803
78539634,5468763586608
78541388,5515133026352
78560749,5228712656944
78573171,5447801536560
78597728,5434296500272
78605770,5516608634928
78607807,5516651003952
78661737,2225005101123
78669459,5517975945264
78688904,5230767570992
78763480,5314031648816
78792195,3641606635568
78798090,5417565192240
78823159,5254892814384
78851080,5142120923184
78877368,5523284394032
78877481,5523288195120
78887317,3456710377520
78894494,5092793417776
78901511,3568202055728
78915387,5524278837296
78920991,5421850492976
78939514,5048257937456
78949562,5524979318832
79004964,5272532451376
79008506,5267958530096
79012812,3560597389360
79027994,5320109719600
79040293,2787472834608
79148035,5459995656240
79149821,3257983631408
79168705,5290884923440
79177008,5326409498672
79185759,5531824357424
79200346,5473945944112
79218177,5532685140016
79220284,5516597788720
79224518,3710989369392
79251932,5359204040752
79285013,5422001520688
79311174,3507678642224
79334433,5535487885360
79338058,5234858721328
79347409,5270947004464
79372138,5026396012592
79388530,5536843464752
79395170,5536905887792
79420089,5531504476208
79490065,5333304246320
79534893,5440391479344
79581701,5540523180080
79592138,5447663943728
79597011,2095764602947
79621330,5427433111600
79641111,5388792528944
79642711,5541682675760
79644500,2878353047600
79655893,3236974723120
79660076,5541995085872
79660181,5541994364976
79685397,5463144169520
79707125,5427995770928
79707191,5436084879408
79707855,3685584240688
79719918,5273841041456
79744728,5254893699120
79752609,5462948184112
79765365,5295181365296
79781000,5253272535088
79790465,5544392818736
79792046,5544413298736
79829617,5235938197552
79842566,5496171069488
79863234,5209372655664
79869996,5545787228208
79884278,5410257207344
79888350,5329463574576
79903311,3145366765616
79918099,5546669604912
79923297,5435580350512
79931332,5546900946992
79941991,2454277226563
79943952,5547127308336
79970295,5268950974512
79977581,5547816484912
79978660,5312419233840
79981953,5296573349936
79982732,5430418669616
80011023,5308534489136
80018434,5548586008624
80031123,5345944731696
80066953,5473211252784
80069496,5549450592304
80085533,3724494831664
80094720,5549940015152
80126105,5424081633328
80146546,5550955954224
80152136,5344184631344
80152520,5551042691120
80166356,5551249719344
80178399,5144860229680
80179496,5423495217200
80209435,5409211875376
80211978,5326741438512
80232084,5133404110896
80239893,5551594143792
80244361,2450990792771
80264895,5440511049776
80286042,5340126969904
80286994,5553055989808
80293067,5549876740144
80296093,5052368060464
80300423,5553180246064
80313566,5553259806768
80325351,5530998964272
80360781,5553904844848
80366421,2907934883888
80376341,5106629279792
80381043,5399907270704
80381606,5538592161840
80403711,5423016640560
80404534,3190545809456
80408498,3701701410864
80408759,5531159003184
80409665,5558300442672
80410826,5191667875888
80455395,3114276749360
80465450,5560005460016
80475054,5340239527984
80477700,2301232054339
80478563,5560254857264
80480185,5560317083696
80482175,5560367972400
80489465,5250036432944
80492775,5357558857776
80493840,5560602624048
80495096,5560618385456
80496174,5560630378544
80501204,5560706859056
80507723,5455659728944
80512904,3517969170480
80520455,5561004621872
80530418,5560348082224
80533438,5545549037616
80534235,5469944709168
80535195,5561230524464
80538390,5493946056752
80581352,5396853489712
80585592,5085234561072
80593905,5463797858352
80599596,5206133833776
80646003,5244116238384
80655455,2612363067440
80664376,5569785233456
80666668,5350865731632
80678259,5570638938160
80678982,5570655289392
80682597,5398731980848
80683308,3618265333808
80687560,5032887910448
80772524,5571797418032
80815662,5572511924272
80823418,5518486437936
80894925,5455331098672
80921956,5523022217264
80930147,5573936578608
80933424,5574108872752
80963405,3159253450800
80973373,5574860767280
81010360,5253916852272
81012071,5180975022128
81012211,2820271669296
81041111,5353396961328
81042240,5499653423152
81078687,5473066385456
81079076,5576775893040
81079630,5536968900656
81149121,5028400431152
81150303,3383854956592
81150652,2811449475120
81152495,5473117175856
81165117,5543701741616
81169466,5216770949168
81169720,5578569089072
81178396,5406989680688
81192464,5578999889968
81210508,1402516537411
81216704,5579445141552
81248394,5130937499696
81254954,5580250513456
81256254,5253867012144
81259003,5097929965616
81292750,3626550558768
81304939,5580924190768
81306691,5580956565552
81307776,5359208398896
81311680,5573248811056
81328771,5581070041136
81342744,5258925539376
81348980,5581755416624
81366036,2932797341744
81385390,3462341886000
81388815,5441309868080
81389882,5500813738032
81398616,5582668791856
81404306,5582587887664
81407139,5582875263024
81407909,5582895874096
81409584,3702045311024
81415053,5468569403440
81446220,5239101227056
81451418,3156199735344
81453376,5225043198000
81496009,5583965782064
81497944,5436775333936
81525646,5585958699056
81525988,5547290525744
81573098,5522850840624
81575819,5518607319088
81578835,5586673401904
81581423,5583956836400
81581893,5586718851120
81590810,5586842583088
81596720,2986671636528
81598194,5586877153328
81608467,3243302617136
81614019,5347364962352
81614748,5587301695536
81617193,5247397068848
81633015,5390334525488
81660192,5534326849584
81676809,5588390117424
81688342,5552067870768
81694692,5588654620720
81713198,5435360804912
81713782,5588849000496
81715816,5588878524464
81737331,5346913615920
81757498,5589491941424
81772532,5589889777712
81790663,5590325657648
81793766,5520455958576
81849803,5435289239600
81857639,3573427961904
81871763,3456742654000
81887559,5591981883440
81895040,5592213422128
81896910,5592242290736
81916734,5185824129072
81934949,5512602320944
81938911,5593046417456
81941232,5345780858928
81943862,2855729037360
81947415,5590165028912
81954485,5025973174320
81954897,5559662870576
81966960,5290129621040
81986148,5595503427632
81993118,5326237138992
82016728,5578378215472
82027293,5596057370672
82031819,5596224487472
82032332,5596264366128
82034865,5165013762096
82055261,5597000073264
82057000,5311547703344
82058696,5552340992048
82068248,5517439402032
82084942,5467620442160
82090499,5598231003184
82109685,5581829308464
82117652,5580325716016
82138033,5430785605680
82166965,5601725841456
82220693,5608656928816
82236779,5519558410288
82243016,5609133342768
82253481,5352956723248
82270812,5276682354736
82312123,5610171203632
82313302,5144849481776
82325052,5242534494256
82345130,3615484575792
82349527,5546152493104
82349760,5611189043248
82378730,5342604165168
82383208,5611800756272
82384951,5249656815664
82407906,5515852972080
82409047,5472271794224
82410411,5560248729648
82415285,5611824218160
82417411,5613044170800
82431018,5209215795248
82437635,5179600109616
82446040,5614928429104
82449855,5323498324016
82452131,5321140502576
82470467,3252120682544
82492750,5615878045744
82503478,5410467774512
82505411,5576563097648
82553735,5618638258224
82557488,5618904203312
82564582,5236833058864
82596499,3728589357104
82597200,5619369902128
82615862,5280694992944
82659701,5620329414704
82677799,5395255558192
82683924,2788207722544
82713679,5621360558128
82735219,5211467317296
82748229,5495683219504
82759501,5083821768752
82765509,5622392127536
82769529,5478659424304
82776100,5622578872368
82782918,3301591842864
82785259,5554272698416
82812458,5577880731696
82851661,5591000350768
82865391,5611675713584
82869036,5622567370800
82869924,5307621900336
82873617,5608516255792
82891383,5549247430704
82916850,5589127299120
82925022,2302044274755
82930424,5619227689008
82969205,5577815228464
82979037,5523514392624
82983458,5627008647216
82988195,5627087978544
83002653,3325577068592
83012929,3625985671216
83014544,5442755526704
83034084,5436945858608
83040632,5627905638448
83043632,5574528827440
83045439,5620615905328
83089172,5628707668016
83090305,5432063918128
83091478,5345936834608
83099681,5132971573296
83163611,5488157360176
83182143,5205425356848
83192382,5552367763504
83200582,3232247578672
83204846,5224596865072
83206230,5396066893872
83211979,3618108244016
83273540,3027676102704
83275016,5348415799344
83285731,5632758906928
83294676,5633004830768
83302473,5581355745328
83311968,5597002367024
83315369,5463533387824
83320143,5064098807856
83342214,5251085074480
83357650,5590146154544
83361889,5634332262448
83365327,5591631102000
83368812,5024359219248
83370143,5093737332784
83372594,5634595749936
83373175,5634605449264
83375649,5633382907952
83377773,5433314869296
83388203,5512069644336
83397522,5130953556016
83409566,5511891091504
83413244,5085964238896
83414178,5425663705136
83423575,5308405710896
83463968,5523760742448
